artist_id,full_name,school,east_german,professor_class,gender,country_iso3,continent,region,instagram_handle,instagram_private,instagram_private_allowed,is_business,is_private,follower_count,following_count,posts_count,website,img_count,avg_likes,avg_comments,avg_file_size,avg_width,avg_height,avg_aspect_ratio,umap_1,umap_2
annatishchenko,Anna Tishchenko,Leipzig,True,Grund,F,RUS,Europe,Europe & Central Asia,annatish1,False,False,False,False,241.0,781.0,15.0,https://www.annatishchenko.com/,42,,,156585.904761905,711.166666666667,785.380952380952,0.976065949580344,2.4138408,17.144136
annemariefaupel,annemarie faupel,Munchen,False,Kneffel,F,DEU,Europe,Europe & Central Asia,,False,False,,,,,,https://www.annemariefaupel.com/,50,,,650971.2,802.08,727.02,1.14230003759114,3.1890912,18.667244
annemoder,Anne Moder,Bremen,False,Maltzahn,F,,,,atmo______,False,False,False,False,134.0,271.0,37.0,,1,10.0,0.0,298241.0,930.0,893.0,1.04143337066069,3.53568,20.024649
anneschnberger,Anne Schönberger,Munchen,False,Doberauer,F,DEU,Europe,Europe & Central Asia,pinkijeanne,False,False,False,False,450.0,1421.0,112.0,http://www.flachware.de/anne-schoenberger-/,41,13.7894736842105,1.02631578947368,334857.487804878,792.073170731707,895.560975609756,0.919041457326592,1.8515552,14.903726
annikagreschke,Annika Greschke,Dresden,True,Sery,F,,,,annika_greschke,False,False,False,False,514.0,573.0,36.0,,28,78.9230769230769,2.57692307692308,147315.464285714,1024.25,1152.28571428571,0.918900758630671,2.1008878,13.370561
anskarbeau,Anskar Beau,Leipzig,True,Riedel,M,,,,anskarbeau,False,False,False,False,649.0,762.0,38.0,,10,74.1666666666667,2.33333333333333,334033.9,857.0,990.0,0.876060395561749,1.8597782,11.284879
antoniastakenktter,Antonia Stakenkötter,Saar,False,Langendorf,F,,,,,False,False,,,,,,,10,,,1170374.7,989.0,1035.2,0.948920311655622,1.4127735,11.417371
antoniosarcinella,Antonio Sarcinella,Munchen,False,Doberauer,M,,,,,False,False,,,,,,http://www.flachware.de/antonio-sarcinella/,8,,,36600.75,420.0,401.75,1.12828508091055,3.4422498,16.643824
arenshahnazaryan,Aren Shahnazaryan,Dresden,True,Kerbach,M,ARM,Asia,Europe & Central Asia,arenshahnazaryan,False,False,True,False,346.0,328.0,14.0,http://www.kerbachklasse.de/wordpress-3.7.1-de/wordpress/aren-shahnazaryan/,10,42.8571428571429,1.28571428571429,348477.7,766.3,866.4,0.974474999722258,2.217859,17.15424
arinaheinze,Arina Heinze,Leipzig,True,Ruckhäberle,F,DEU,Europe,Europe & Central Asia,arinaheinze,False,False,False,False,337.0,383.0,90.0,https://arinaheinze.wordpress.com/,49,,,4313188.75510204,2849.48979591837,3267.63265306122,0.914143811809797,1.0066803,13.032128
arinamaljuga,Arina Maljuga,Nürnberg,False,Munding,F,,,,arina2310,True,True,False,True,784.0,401.0,381.0,http://www.klasse-munding.de/index.html,15,,,827489.133333333,991.066666666667,1113.86666666667,0.907056053451769,1.8602766,17.953436
asukamiyahara,ASUKA MIYAHARA,Munchen,False,Fries,F,JPN,Asia,East Asia & Pacific,asukamiyahara,False,False,False,False,237.0,188.0,370.0,https://www.asukamiyahara.com/,78,,,1125616.52564103,832.538461538462,974.512820512821,0.878655779648534,1.3232157,15.08236
atsushimannami,Atsushi Mannami,Bremen,False,Baumkötter,M,,,,atsushi_man_nami,False,False,False,False,53.0,43.0,11.0,,7,7.85714285714286,0.0,546777.714285714,716.714285714286,951.428571428571,0.753638491271017,2.4149249,19.184755
bastianmeindl,Bastian Meindl,Munchen,False,Doberauer,M,DEU,Europe,Europe & Central Asia,bastian_maria_,False,False,False,False,301.0,203.0,13.0,http://www.flachware.de/bastian-maria-meindl/,19,,,51751.0,420.0,405.842105263158,1.19226758501484,3.3138766,17.191628
biancapatricia,bianca patricia,Munchen,False,Kneffel,F,DEU,Europe,Europe & Central Asia,bianca_patricia_isensee_artist,False,False,True,False,385.0,761.0,153.0,http://www.bianca-patricia.de/,29,,,396107.068965517,848.655172413793,751.068965517241,1.18713059234673,3.4576962,18.916508
blabeinhold,Béla Beinhold,Braunschweig,False,Scholz,M,DEU,Europe,Europe & Central Asia,belabeinhold,False,False,False,False,65.0,711.0,219.0,https://npiece.com/bela-beinhold/works:all?l=en/,1,,,357396.0,593.0,523.0,1.13384321223709,2.8461058,19.099033
brunospecht,Bruno Specht,Dresden,True,Macketanz,M,DEU,Europe,Europe & Central Asia,,False,False,,,,,,http://klassemacketanz.de/?p=131/,5,,,88766.8,874.6,1024.0,0.8541015625,3.640958,19.848429
burcubilgic,Burcu Bilgic,Munchen,False,Doberauer,F,TUR,Asia,Europe & Central Asia,burcubilgic,False,False,True,False,728.0,644.0,253.0,http://www.burcubilgic.de/,38,,,455378.815789474,2099.65789473684,1665.10526315789,1.26449262090132,2.450525,17.699083
camillelacroix,Camille Lacroix,UDKBerlin,True,Favre,F,FRA,Europe,Europe & Central Asia,camilledaskreuz,False,False,False,False,396.0,403.0,68.0,https://www.camillelacroix.net/,20,,,973596.55,670.35,969.0,0.696103533181394,2.5416417,19.159681
caravenzke,Cara Venzke,Halle,True,Peuger,F,,,,cara_venzke,False,False,False,False,1418.0,722.0,39.0,,1,203.0,11.0,455127.0,876.0,579.0,1.51295336787565,1.4695542,10.725399
carinaklinkhammer,Carina Klinkhammer,Leipzig,True,Schröter,F,,,,klinkcarina,False,False,False,False,113.0,92.0,21.0,,18,29.5,0.0,119780.833333333,966.222222222222,951.277777777778,1.06050958482936,1.0598707,12.275186
carlosherrera,Carlos Herrera,Alanus,False,Rüter,M,,,,carlosherreraponc,False,False,False,False,240.0,523.0,74.0,,23,33.8260869565217,1.30434782608696,246900.695652174,1003.73913043478,1202.52173913043,0.845396804691132,1.1651148,12.981134
catharinaszonn,Catharina Szonn,Offenbach,False,Gunter Reski,F,DEU,Europe,Europe & Central Asia,szonny_bravo,False,False,False,False,173.0,245.0,1.0,http://catharinaszonn.de/,1,,,2484735.0,1920.0,2592.0,0.740740740740741,1.530052,12.858649
charlinezongos,Charline Zongos,Bremen,False,Barath,F,DEU,Europe,Europe & Central Asia,charline_zongos,False,False,False,False,364.0,268.0,20.0,http://www.charlinezongos.com,7,,,360998.714285714,955.571428571429,1393.42857142857,0.806179649773646,1.8225431,11.751958
charlottefrevel,Charlotte Frevel,Munster,False,Ofen,F,DEU,Europe,Europe & Central Asia,,False,False,,,,,,https://www.klasse-van-ofen.de/studierende/charlotte-frevel-1/malerei/,16,,,893895.4375,1656.75,1800.25,0.980595654226716,0.8253985,14.414855
charlotteheimbach,Charlotte Heimbach,Alanus,False,Rüter,F,,,,charles_albert_knatzky,False,False,False,False,185.0,403.0,35.0,,12,34.3333333333333,1.41666666666667,235619.833333333,1002.0,1065.75,0.967420844370982,2.8274207,15.083544
charlottehilbolt,Charlotte Hilbolt,Munster,False,Völker,F,DEU,Europe,Europe & Central Asia,charlottehilbolt,False,False,True,False,640.0,2084.0,252.0,https://charlottehilbolt.weebly.com/,35,,,120699.914285714,563.457142857143,788.771428571429,0.715751109617196,1.5133792,10.568062
chenefraty,Chen Efraty,Braunschweig,False,Ellenrieder,F,,,,chenefraty,False,False,False,False,178.0,146.0,32.0,,1,14.0,1.0,633205.0,1078.0,679.0,1.58762886597938,2.3060436,15.565416
christiankoelbl,Christian Koelbl,Leipzig,True,Riedel,M,,,,christian_koelbl,False,False,True,False,1810.0,931.0,241.0,,66,82.5645161290323,1.75806451612903,394283.878787879,708.469696969697,855.242424242424,0.862198866175234,2.1314862,13.425678
christinahuber,Christina Huber,UDKBerlin,True,Favre,F,DEU,Europe,Europe & Central Asia,christina_huber_,False,False,False,False,1557.0,1170.0,65.0,http://www.christina-huber.com,15,,,304324.4,590.733333333333,777.466666666667,0.756927270008242,1.9008772,12.550282
christinaquerfurt,Christina Querfurt,Alanus,False,Rüter,F,DEU,Europe,Europe & Central Asia,christina_querfurt,False,False,False,False,181.0,263.0,12.0,https://www.christinaquerfurt.com/,7,,,1173633.28571429,994.428571428571,1486.57142857143,0.740861177125419,1.1448311,12.625416
christinareschetnikov,Christina Reschetnikov,Munchen,False,Doberauer,F,,,,__zzzz,False,False,True,False,836.0,360.0,609.0,,20,69.4,1.53333333333333,578405.1,920.2,1085.35,0.891146225943421,3.0702167,19.785395
christophergerberding,Christopher Gerberding,Braunschweig,False,Scholz,M,DEU,Europe,Europe & Central Asia,christopher_gerberding,False,False,True,False,351.0,695.0,111.0,https://npiece.com/christopher-gerberding/works:all?l=en/,15,,,489728.6,604.0,763.8,0.827612652493495,0.99150205,17.009983
clemensriggenmann,Clemens Riggenmann,Nürnberg,False,Kühn,M,DEU,Europe,Europe & Central Asia,,False,False,,,,,,https://clemens-riggenmann.de/,3,,,224927.333333333,1127.33333333333,889.666666666667,1.32415999720508,1.5888281,10.401377
constanzebhm,Constanze Böhm,Braunschweig,False,Jenssen,F,,,,constanzeboehm,False,False,False,False,213.0,165.0,111.0,,15,10.7333333333333,0.0666666666666667,218079.6,858.0,941.866666666667,0.916293025817434,2.5623999,12.94458
corawllenstein,Cora Wöllenstein,Braunschweig,False,Ellenrieder,F,DEU,Europe,Europe & Central Asia,cwoellenstein,False,False,True,False,1052.0,800.0,272.0,https://www.corawoellenstein.com/,52,,,803071.884615385,1174.32692307692,1157.86538461538,1.0616454902964,2.7885087,18.85441
cristianedessecker,Cristiane Dessecker,Saar,False,Langendorf,F,,,,christianedessecker,False,False,False,False,65.0,64.0,19.0,,14,8.5,0.5,917432.071428571,1040.42857142857,1056.5,0.976761317850542,2.9231753,14.422269
dagmaranast,Dagmara Nast,Nürnberg,False,Munding,F,DEU,Europe,Europe & Central Asia,fitnessgoaldag,False,False,True,False,230.0,359.0,43.0,http://www.klasse-munding.de/index.html,4,,,114204.25,429.75,322.0,1.33475932043417,3.822927,19.711803
damianrohde,Damian Rohde,UDKBerlin,True,Lucander,F,,,,wandbrand_dyr,False,False,True,False,1586.0,7135.0,137.0,,11,170.545454545455,2.18181818181818,470964.636363636,749.0,777.090909090909,1.02817584513646,2.9372814,19.61052
daniela,Daniela,Alanus,False,Orosz,F,,,,danii.goe,False,False,True,False,375.0,504.0,43.0,,15,78.7857142857143,3.42857142857143,509370.866666667,863.133333333333,932.933333333333,1.00125836926928,1.2413473,16.245733
danielschaal,Daniel Schaal,UDKBerlin,True,Favre,M,,,,racoondani,False,False,True,False,1604.0,959.0,45.0,,22,236.25,2.41666666666667,425560.136363636,961.318181818182,1005.40909090909,0.964253840801114,1.046231,17.427847
danieltrber,Daniel Tröber,Saar,False,Langendorf,M,,,,daniel.troeber.art,False,False,True,False,25.0,42.0,20.0,,15,20.3333333333333,1.33333333333333,1820780.4,1357.66666666667,1174.2,1.17051866072379,2.1631258,13.057791
dariarahelpauli,Daria Rahel Pauli,Saar,False,Langendorf,F,,,,daria_rahel,False,False,False,False,86.0,232.0,306.0,,13,10.9230769230769,0.0,245752.076923077,733.0,811.846153846154,0.946601281341435,1.1644089,12.126936
dariastass,Daria Stass,Alanus,False,Orosz,F,,,,dariastass,False,False,True,False,169.0,329.0,26.0,,24,43.55,3.1,212804.875,957.208333333333,904.041666666667,1.10262174643241,3.075615,17.413546
darjalinder,Darja Linder,Saar,False,Langendorf,F,DEU,Europe,Europe & Central Asia,darjalinder,False,False,False,False,682.0,532.0,62.0,https://en.darjalinder.de/,21,,,525467.285714286,713.190476190476,757.857142857143,0.976420699648157,3.1032746,15.31129
davidducret,David Ducret,Leipzig,True,Grund,M,,,,david_elija_ducret,False,False,False,False,119.0,288.0,67.0,,47,28.1428571428571,1.14285714285714,351150.404255319,963.212765957447,1023.72340425532,0.943605677477119,0.65601575,16.605135
davidilzhfer,David Ilzhöfer,Munchen,False,Doberauer,M,DEU,Europe,Europe & Central Asia,,False,False,,,,,,https://www.davidilzhoefer.de/,36,,,273645.027777778,1512.63888888889,1671.27777777778,1.00359510140408,1.6873602,13.485657
davidweber,David Weber,Saar,False,Langendorf,M,,,,danger.dunk,False,False,False,False,414.0,2196.0,34.0,,25,57.5384615384615,1.92307692307692,340262.64,709.88,853.2,0.828202654928418,3.7167344,19.210798
dennisdibiase,Dennis Di Biase,Saar,False,Langendorf,M,,,,dennis_dibiase,False,False,True,False,1425.0,422.0,16.0,,11,115.375,2.125,569513.363636364,816.636363636364,1018.45454545455,0.797457352273078,2.256469,18.699867
dianagalli,DIANA GALLI,Munchen,False,Fries,F,,,,dianaagalli,False,False,False,False,375.0,397.0,51.0,,5,51.0,2.0,294060.6,777.8,780.2,1.00035563656393,3.4964087,19.529442
dominikgierl,Dominik Gierl,Nürnberg,False,Munding,M,DEU,Europe,Europe & Central Asia,dominik.gierl,False,False,True,False,1012.0,823.0,25.0,https://dominikgierl.com/,43,,,566195.069767442,870.953488372093,1050.27906976744,0.970163464002461,0.84363323,17.020237
edda,Edda,UDKBerlin,True,Lucander,F,DEU,Europe,Europe & Central Asia,edda________,False,False,True,False,475.0,769.0,225.0,https://www.edda-berlin.com/,38,,,284969.447368421,825.552631578947,1021.73684210526,0.809199405298896,1.6525698,18.256199
elektratzamouranis,Elektra Tzamouranis,Halle,True,Baumgärtel,F,,,,elektra.tzamouranis,False,False,False,False,380.0,288.0,32.0,,21,68.9,2.5,402464.952380952,919.904761904762,1182.85714285714,0.791380074938088,1.0336838,15.589938
elenakovylyaeva,Elena Kovylyaeva,Leipzig,True,Schröter,F,,,,elenako91,False,False,False,False,204.0,720.0,17.0,,23,46.0,0.833333333333333,1032076.0,880.304347826087,1147.78260869565,0.782911678844446,0.81378484,14.728848
eleonorananu,Eleonora Nanu,Dresden,True,Macketanz,F,,,,,False,False,,,,,,http://klassemacketanz.de/?p=121/,2,,,61679.5,967.0,1024.0,0.9443359375,3.4071503,15.429355
elisabethlieder,Elisabeth Lieder,Braunschweig,False,Scholz,F,,,,elisabethlieder,False,False,False,False,442.0,1053.0,21.0,,10,13.9,0.1,173753.3,710.5,809.3,0.944577325816106,2.7360682,13.294255
elisabethmauthe,Elisabeth Mauthe,Dresden,True,Macketanz,F,,,,elisabeth.m_art,False,False,False,False,173.0,302.0,116.0,,49,48.6857142857143,2.2,398377.06122449,877.204081632653,855.387755102041,1.076528098687,1.8187364,16.359241
elisabethschuhmann,ELISABETH SCHUHMANN,Munchen,False,Fries,F,,,,elisabeth_schuhmann,False,False,False,False,17.0,30.0,15.0,,1,5.0,0.0,329861.0,770.0,575.0,1.33913043478261,2.0693407,12.305995
ellegross,Elle Gross,Dresden,True,Macketanz,F,,,,ellamariagross,False,False,True,False,673.0,480.0,86.0,,64,124.964912280702,4.56140350877193,377523.234375,989.796875,1094.421875,0.916633086706774,0.8406808,13.903825
emilschiegnitz,Emil Schiegnitz,Braunschweig,False,Ellenrieder,M,,,,emil_schiegnitz,False,False,False,False,213.0,162.0,24.0,,17,37.9375,1.3125,184995.882352941,1010.41176470588,1140.05882352941,0.892258579256819,1.7248867,17.453144
emmaspth,Emma Späth,Nürnberg,False,Munding,F,DEU,Europe,Europe & Central Asia,,False,False,,,,,,http://www.klasse-munding.de/index.html,6,,,172738.166666667,1500.0,1024.16666666667,1.49210017963998,1.2828343,11.826739
enricfreund,Enric Freund,Bremen,False,Baumkötter,M,,,,enric_freund,False,False,False,False,358.0,334.0,123.0,,70,45.6896551724138,1.6551724137931,879362.242857143,820.371428571429,959.6,0.931085747816042,0.7675645,16.885393
erasmusleinweber,Erasmus Leinweber,Braunschweig,False,Scholz,M,DEU,Europe,Europe & Central Asia,erasmusleinweber,False,False,False,False,610.0,1013.0,20.0,https://npiece.com/erasmus-leinweber/works:all?l=en/,13,81.7,2.7,408330.076923077,729.769230769231,948.923076923077,0.775459422179496,2.6514263,17.07819
ericbeier,Eric Beier,Dresden,True,Sery,M,DEU,Europe,Europe & Central Asia,eric.beier.3,False,False,False,False,152.0,213.0,56.0,http://www.ericbeier.de/,34,,,95621.3823529412,489.323529411765,539.617647058824,0.937139668807325,3.6508243,19.211031
erikarichter,Erika Richter,Dresden,True,Macketanz,F,DEU,Europe,Europe & Central Asia,,False,False,,,,,,http://klassemacketanz.de/?p=127/,4,,,269882.75,718.0,749.5,0.962410987194085,1.4422436,17.747671
esperanzarojo,Esperanza Rojo,Dresden,True,Macketanz,F,CHL,Americas,Latin America & Caribbean,latruchaverde,False,False,False,False,1324.0,981.0,390.0,https://esperanzarojo.com/,55,,,1756474.45454545,2223.10909090909,1853.54545454545,1.26051095448356,2.0397494,17.686472
evalonken,Eva Lonken,Munster,False,Ofen,F,DEU,Europe,Europe & Central Asia,nichteva,False,False,False,False,367.0,938.0,31.0,https://www.klasse-van-ofen.de/studierende/eva-lonken/,24,,,6252792.875,1913.29166666667,1936.83333333333,1.00516496105343,3.3813956,20.13613
evanoeske,Eva Noeske,Braunschweig,False,Jenssen,F,,,,evanoeske,False,False,False,False,719.0,818.0,2613.0,,68,32.974358974359,1.23076923076923,356692.602941176,678.220588235294,882.647058823529,0.799100486011549,2.1709182,12.942291
evelinmarin,Evelin Marin,Halle,True,Baumgärtel,F,DEU,Europe,Europe & Central Asia,eve.lyn.marin,False,False,False,False,187.0,174.0,31.0,https://evelinmarin.wordpress.com/,15,29.8666666666667,0.666666666666667,421642.933333333,943.4,1008.66666666667,1.0229899806347,1.0421171,17.224516
fabianbertelshofer,Fabian Bertelshofer,Nürnberg,False,Hakimi,M,DEU,Europe,Europe & Central Asia,,False,False,,,,,,https://fabianbertelshofer.wordpress.com/,8,,,465289.875,528.5,698.0,0.784062272553659,2.1206834,15.769631
fabiancoppenrath,FABIAN COPPENRATH,Munster,False,Merkel,M,DEU,Europe,Europe & Central Asia,faber_copp,False,False,False,False,246.0,397.0,51.0,http://www.fabiancoppenrath.de,41,,,1424393.48780488,1791.39024390244,1962.48780487805,0.937266634442212,2.0681129,14.049214
fabianhiller,FABIAN HILLER,Mainz,False,Berning,M,,,,,False,False,,,,,,,3,,,201417.666666667,505.333333333333,510.333333333333,1.03910777516073,2.5105145,12.877803
fabianseemann,Fabian Seemann,Alanus,False,Orosz,M,,,,seemann_fabian,False,False,True,False,202.0,389.0,13.0,,11,68.0909090909091,3.18181818181818,343295.909090909,836.727272727273,865.454545454545,1.02189602569735,3.6432374,18.749866
fabiennemargue,Fabienne Margue,Alanus,False,,F,,,,fabiennemargue,False,False,True,False,247.0,164.0,48.0,,4,22.0,3.0,61063.25,1080.0,1080.0,1.0,1.4008647,10.303393
falkokitsche,Falko Kitsche,Leipzig,True,Schröter,M,,,,falkokitsche,False,False,True,False,312.0,147.0,19.0,,19,149.333333333333,3.0,299156.315789474,1022.31578947368,1104.73684210526,0.973218724173699,1.7871397,18.986534
fannydoberauer,Fanny Doberauer,Braunschweig,False,Ellenrieder,F,,,,fanny_dob,False,False,False,False,152.0,91.0,109.0,,10,7.83333333333333,0.0,109305.5,1061.0,936.8,1.18439497862231,1.5437617,10.866582
farahkhalifeh,Farah Khalifeh,UDKBerlin,True,Favre,F,,,,farah_khalifeh4,False,False,False,False,303.0,248.0,63.0,,7,17.0,0.285714285714286,191615.571428571,900.285714285714,896.0,1.03442972428453,1.1743704,13.3564415
feliciadrbusch,FELICIA DÜRBUSCH,Munster,False,Merkel,F,DEU,Europe,Europe & Central Asia,,False,False,,,,,,https://duerbusch.com/,35,,,475229.457142857,1661.45714285714,1808.0,0.939925385729664,1.1351033,11.500817
felinawiemann,Felina Wießmann,Dresden,True,Kerbach,F,DEU,Europe,Europe & Central Asia,felinawiessmann,False,False,False,False,248.0,461.0,808.0,https://www.felina-wiessmann.de/,107,,,60959.5327102804,588.728971962617,571.420560747664,1.08263689265103,3.704869,19.980389
felixbecker,Felix Becker,UDKBerlin,True,Favre,M,DEU,Europe,Europe & Central Asia,felix._becker,False,False,False,False,423.0,491.0,33.0,http://www.felixbecker.work,19,,,543680.947368421,823.842105263158,980.368421052632,0.872903733292576,3.6033936,19.6901
felixdrrenbecher,Felix Dörrenbecher,Saar,False,Langendorf,M,,,,felix.art.doerrenbecher,False,False,False,False,92.0,141.0,21.0,,21,23.85,0.6,433425.761904762,852.238095238095,1033.19047619048,0.825394441012856,3.2355888,19.241104
